"screen_name","text","stripped_text1"
"Jamsy1975","@RobinS66BS @js_s27 Still, not got it? O.k I'll tell you. The anti-vaxxer article is clearly bullshit as you cant block book vaccine appointments. That's why he tweeted about anti-haircutters.","  still not got it ok ill tell you the antivaxxer article is clearly bullshit as you cant block book vaccine appointments that why he tweeted about antihaircutters"
"benp7777","According to Webster's dictionary definition:

If you are triple vaxxed but oppose vaccine mandates, you are an anti vaxxer.","according to webster dictionary definitionif you are triple vaxxed but oppose vaccine mandates you are an anti vaxxer"
"RobMax4","Experts unpick symbols and slogans at anti-COVID vaccination mandate protest in Perth https://t.co/XdJhgLowoE via @ABCaustralia","experts unpick symbols and slogans at anticovid vaccination mandate protest in perth  "
"LiamKav","@Lenniesaurus This is like the reports of a anti-vaxxers flooding the NHS booster bookings website to fill up all the available slots. ""I don't want to be forced to take a vaccine, it should be your own choice. But also I'm going to make it so that no-one can get a vaccine."" Hypocrites."," this is like the reports of a antivaxxers flooding the nhs booster bookings website to fill up all the available slots i dont want to be forced to take a vaccine it should be your own choice but also im going to make it so that noone can get a vaccine hypocrites"
"LiamKav","@DomIsa6 @MaureenStroud @carlsmythe @MickusDickus @doritmi @ZaynJaffer @AndrewLazarus4 @TonyBaduy @policing_uk @Mchael21592783M @SwaledaleMutton @DanChesler @mcfunny @GeoffSchuler @AndyfromTucson @AJL037 @Top_Muppetries @thereal_truther @provaxtexan @SkepticalMutant @TakethatCt @Burning_Red64 @smc99870541 @_mamadeb @peoplenotrobot1 @DCGreenZone1 @bitcoinbookshop @AcademicShards @empireloyalists @cooljamm55 @Tony__Heller @chickaboy @villagerssn @tenebra99 @crabb_vicki @Kathmarval @PPALtd @ncdave4life @AGTCnews @EstesPga @MathewMoisture @richykirsh @FillmoreWhite @RailFareWatch @llambchops @RedSatoshi4 @THC1001 @luigi_warren @realPitBullDog @krebiozen You. You are the anti-vaxxer. If an ""old fashioned"" Covid vaccine was available you'd just find a different reason not to take it.","                                                  you you are the antivaxxer if an old fashioned covid vaccine was available youd just find a different reason not to take it"
"LeftistsUk","itâ€™s importantÂ vaccine-hesitant peopleÂ are not labelled anti-vaxxers: I would say to anyone who has doubts about having their vaccine, ask questions. People always apologise to me for asking, but theyâ€™re the ones I want to spend the time with. 
-Heather Randle","itâ€™s importantâ vaccinehesitant peopleâ are not labelled antivaxxers i would say to anyone who has doubts about having their vaccine ask questions people always apologise to me for asking but theyâ€™re the ones i want to spend the time with heather randle"
"_MissieBee","@Mister_Shiney Scientists have always been open about side effects of the vaccine. I donâ€™t think people confirming the scientists are right - that there are side effects - is necessarily helping the anti-vaxxers. It doesnâ€™t help things in the long run to purposely withhold info"," scientists have always been open about side effects of the vaccine i donâ€™t think people confirming the scientists are right  that there are side effects  is necessarily helping the antivaxxers it doesnâ€™t help things in the long run to purposely withhold info"
"jbrdiver2020","@piersmorgan All your buddies in America are saying the same thing Piers - how come youâ€™re not giving the likes of @DonaldJTrumpJr, @laurenboebert, @RepMattGaetz and @mtgreenee the benefit of a good roasting for their anti-vaccine stupidity?"," all your buddies in america are saying the same thing piers  how come youâ€™re not giving the likes of    and  the benefit of a good roasting for their antivaccine stupidity"
"TelGlobalHealth","<U+0001F534>Latest Covid news

<U+0001FA7A> Number of NHS staff sick in London more than doubles
<U+0001F489> Anti-vaxxers are block-booking vaccine appts to stop people getting booster
<U+0001F996> Natural History Museum closes doors due to staff shortages 

Follow live: https://t.co/9skaHwwScb @Telegraph","uflatest covid newsufaa number of nhs staff sick in london more than doublesuf antivaxxers are blockbooking vaccine appts to stop people getting boosteruf natural history museum closes doors due to staff shortages follow live  "
"Mariska5378","OMGâ€¦in order to be a believer one must be anti-vaccine and be without love and compassion?  Did that patient even flinch when that admission came out of their mouth? https://t.co/HoD4s6mROm","omgâ€in order to be a believer one must be antivaccine and be without love and compassion  did that patient even flinch when that admission came out of their mouth "
"xxSkyeHighxx","His anti-vaxx ex recently caught covid; after testing positive she neither isolated nor told my nephews who live with her, one of whom is a minor and unvaccinated because she did everything she could to keep him from getting the vaccine","his antivaxx ex recently caught covid after testing positive she neither isolated nor told my nephews who live with her one of whom is a minor and unvaccinated because she did everything she could to keep him from getting the vaccine"
"CryptoGraphtaz","@AdeleJohns13 Has anyone of you backing up the vaccine done your own research ? Any independent research other then the Pedophile News has given you ? Because us 'anti-vaxer' 'conspiracy theorists' tend to do our own independent and hours of research; to which the answers make sense."," has anyone of you backing up the vaccine done your own research  any independent research other then the pedophile news has given you  because us antivaxer conspiracy theorists tend to do our own independent and hours of research to which the answers make sense"
"OLDSCHOOLHAPPY","@Simontheonlyone @MichelleDewbs Surely if you wanna start doing stuff like that they should stop paying into the system through tax and put their money into private health care

Do you understand also that not everybody who doesn't take the vaccine isn't ""anti vax"" some got health reasons
?","  surely if you wanna start doing stuff like that they should stop paying into the system through tax and put their money into private health caredo you understand also that not everybody who doesnt take the vaccine isnt anti vax some got health reasons"
"VisionaryVysus","@ZRVGaming The ONLY reason we now have a mutant with adapted spike protein that render trained anti-bodies obsolete (thus ineffective vaccine) is becuase the spread has been able to carry on as long as it has."," the only reason we now have a mutant with adapted spike protein that render trained antibodies obsolete thus ineffective vaccine is becuase the spread has been able to carry on as long as it has"
"RandomOpOnions","@sjc_68 @abcnews @rebeccasturner An â€œAnti-vaccineâ€ is a coloquial term that refers to all the #freedumb protestors that keep refusing to wear masks, think COVID is a hoax, and that theyâ€™re the kings of crypto. 
Plenty of different motivations, and a few different flavors, but in the end, the same bunch of RWNJ","   an â€œantivaccineâ€ is a coloquial term that refers to all the freedumb protestors that keep refusing to wear masks think covid is a hoax and that theyâ€™re the kings of crypto plenty of different motivations and a few different flavors but in the end the same bunch of rwnj"
